name,salary,salary_clean
Player-666,"$5,179,075.87",5179075.87
Player-667,"$11,741,763.86",11741763.86
Player-668,"$218,311.91",218311.91
Player-669,"$9,583,617.40",9583617.4
Player-670,"$2,669,313.74",2669313.74
Player-671,"$14,927,074.39",14927074.39
Player-672,"$24,550,268.10",24550268.1
Player-673,"$36,105,861.03",36105861.03
Player-674,"$37,107,789.07",37107789.07
Player-675,"$35,268,951.88",35268951.88
Player-676,"$11,437,885.47",11437885.47
Player-677,"$37,986,804.77",37986804.77
Player-678,"$7,512,887.83",7512887.83
Player-679,"$7,822,475.83",7822475.83
Player-680,"$2,320,076.25",2320076.25
Player-681,"$15,787,374.04",15787374.04
Player-682,"$46,276,420.08",46276420.08
Player-683,"$1,498,139.05",1498139.05
Player-684,"$35,717,989.66",35717989.66
Player-685,"$11,343,416.84",11343416.84
Player-686,"$6,147,995.67",6147995.67
Player-687,"$6,788,419.59",6788419.59
Player-688,"$37,510,424.61",37510424.61
Player-689,"$40,177,621.95",40177621.95
Player-690,"$17,043,418.03",17043418.03
Player-691,"$12,442,740.43",12442740.43
Player-692,"$20,499,744.90",20499744.9
Player-693,"$45,964,583.78",45964583.78
Player-694,"$19,321,127.26",19321127.26
Player-695,"$49,619,887.08",49619887.08
Player-696,"$18,895,483.66",18895483.66
Player-697,"$42,658,892.64",42658892.64
Player-698,"$32,006,287.20",32006287.2
Player-699,"$47,897,125.18",47897125.18
Player-700,"$3,833,286.18",3833286.18
Player-701,"$42,452,240.91",42452240.91
Player-702,"$37,424,957.63",37424957.63
Player-703,"$41,132,887.28",41132887.28
Player-704,"$31,970,494.71",31970494.71
Player-705,"$8,192,893.44",8192893.44
Player-706,"$39,000,159.89",39000159.89
Player-707,"$11,193,736.50",11193736.5
Player-708,"$27,550,196.65",27550196.65
Player-709,"$24,557,446.75",24557446.75
Player-710,"$30,491,106.02",30491106.02
Player-711,"$22,365,864.98",22365864.98
Player-712,"$11,186,034.66",11186034.66
Player-713,"$37,166,453.82",37166453.82
Player-714,"$33,807,830.16",33807830.16
Player-715,"$17,087,632.17",17087632.17
Player-716,"$2,875,477.73",2875477.73
Player-717,"$2,219,461.70",2219461.7
Player-718,"$31,593,983.38",31593983.38
Player-719,"$40,032,995.94",40032995.94
Player-720,"$22,462,271.86",22462271.86
Player-721,"$30,654,644.09",30654644.09
Player-722,"$33,012,375.16",33012375.16
Player-723,"$17,496,074.78",17496074.78
Player-724,"$32,784,410.44",32784410.44
Player-725,"$32,329,074.37",32329074.37
Player-726,"$21,017,372.31",21017372.31
Player-727,"$32,330,247.34",32330247.34
Player-728,"$23,808,981.46",23808981.46
Player-729,"$27,153,651.82",27153651.82
Player-730,"$5,178,644.45",5178644.45
Player-731,"$25,612,089.87",25612089.87
Player-732,"$24,189,471.27",24189471.27
Player-733,"$24,690,756.49",24690756.49
Player-734,"$31,553,288.96",31553288.96
Player-735,"$49,231,047.18",49231047.18
Player-736,"$22,800,362.28",22800362.28
Player-737,"$48,168,490.74",48168490.74
Player-738,"$722,081.90",722081.9
Player-739,"$45,827,837.65",45827837.65
Player-740,"$12,610,580.42",12610580.42
Player-741,"$1,919,801.40",1919801.4
Player-742,"$27,661,682.48",27661682.48
Player-743,"$30,568,575.29",30568575.29
Player-744,"$34,626,411.46",34626411.46
Player-745,"$30,381,593.33",30381593.33
Player-746,"$21,265,992.24",21265992.24
Player-747,"$27,602,765.23",27602765.23
Player-748,"$36,109,772.58",36109772.58
Player-749,"$5,426,715.05",5426715.05
Player-750,"$3,339,527.16",3339527.16
Player-751,"$49,855,484.24",49855484.24
Player-752,"$5,512,870.99",5512870.99
Player-753,"$39,173,173.71",39173173.71
Player-754,"$44,562,897.58",44562897.58
Player-755,"$35,216,181.86",35216181.86
Player-756,"$1,389,336.86",1389336.86
Player-757,"$27,410,391.09",27410391.09
Player-758,"$30,598,505.60",30598505.6
Player-759,"$36,357,108.92",36357108.92
Player-760,"$29,711,005.30",29711005.3
Player-761,"$34,758,751.79",34758751.79
Player-762,"$6,019,586.44",6019586.44
Player-763,"$46,313,499.26",46313499.26
Player-764,"$6,277,280.26",6277280.26
Player-765,"$21,740,998.98",21740998.98
Player-766,"$35,029,080.30",35029080.3
Player-767,"$8,620,907.40",8620907.4
Player-768,"$22,227,789.35",22227789.35
Player-769,"$35,623,570.26",35623570.26
Player-770,"$24,570,674.22",24570674.22
Player-771,"$25,269,914.97",25269914.97
Player-772,"$30,713,817.15",30713817.15
Player-773,"$48,483,760.61",48483760.61
Player-774,"$40,152,866.70",40152866.7
Player-775,"$19,291,803.43",19291803.43
Player-776,"$34,586,458.58",34586458.58
Player-777,"$18,746,471.95",18746471.95
Player-778,"$35,537,371.02",35537371.02
Player-779,"$47,597,729.48",47597729.48
Player-780,"$10,302,391.25",10302391.25
Player-781,"$31,723,504.49",31723504.49
Player-782,"$41,814,479.10",41814479.1
Player-783,"$39,375,563.85",39375563.85
Player-784,"$5,076,810.41",5076810.41
Player-785,"$16,461,923.56",16461923.56
Player-786,"$44,805,000.64",44805000.64
Player-787,"$29,249,616.83",29249616.83
Player-788,"$23,510,987.19",23510987.19
Player-789,"$3,406,410.60",3406410.6
Player-790,"$43,146,465.45",43146465.45
Player-791,"$25,784,427.58",25784427.58
Player-792,"$19,358,201.79",19358201.79
Player-793,"$5,227,685.96",5227685.96
Player-794,"$41,907,913.16",41907913.16
Player-795,"$47,579,529.03",47579529.03
Player-796,"$40,466,244.60",40466244.6
Player-797,"$27,379,753.25",27379753.25
Player-798,"$36,024,292.91",36024292.91
Player-799,"$8,638,722.07",8638722.07
Player-800,"$37,202,115.05",37202115.05
Player-801,"$41,064,042.31",41064042.31
Player-802,"$9,277,590.31",9277590.31
Player-803,"$14,951,384.87",14951384.87
Player-804,"$28,606,038.11",28606038.11
Player-805,"$8,147,941.07",8147941.07
Player-806,"$9,643,613.62",9643613.62
Player-807,"$11,138,322.78",11138322.78
Player-808,"$27,563,719.94",27563719.94
Player-809,"$42,434,092.92",42434092.92
Player-810,"$2,155,105.99",2155105.99
Player-811,"$17,510,266.88",17510266.88
Player-812,"$38,212,172.38",38212172.38
Player-813,"$16,888,453.99",16888453.99
Player-814,"$39,832,883.17",39832883.17
Player-815,"$14,710,556.53",14710556.53
Player-816,"$34,865,805.81",34865805.81
Player-817,"$8,165,273.98",8165273.98
Player-818,"$13,984,682.27",13984682.27
Player-819,"$26,413,472.61",26413472.61
Player-820,"$3,902,071.65",3902071.65
Player-821,"$29,755,116.61",29755116.61
Player-822,"$38,563,311.15",38563311.15
Player-823,"$20,885,976.12",20885976.12
Player-824,"$47,683,423.60",47683423.6
Player-825,"$1,452,264.39",1452264.39
Player-826,"$29,181,261.16",29181261.16
Player-827,"$47,901,717.15",47901717.15
Player-828,"$18,179,079.18",18179079.18
Player-829,"$40,800,701.36",40800701.36
Player-830,"$3,597,990.43",3597990.43
Player-831,"$49,809,129.39",49809129.39
Player-832,"$37,807,416.64",37807416.64
Player-833,"$7,437,436.26",7437436.26
Player-834,"$28,269,499.70",28269499.7
Player-835,"$47,837,551.76",47837551.76
Player-836,"$20,432,593.59",20432593.59
Player-837,"$21,964,769.71",21964769.71
Player-838,"$3,290,918.07",3290918.07
Player-839,"$10,234,394.05",10234394.05
Player-840,"$35,696,796.18",35696796.18
Player-841,"$37,598,435.72",37598435.72
Player-842,"$46,020,763.28",46020763.28
Player-843,"$42,266,999.47",42266999.47
Player-844,"$34,568,901.73",34568901.73
Player-845,"$30,803,585.78",30803585.78
Player-846,"$27,038,972.61",27038972.61
Player-847,"$8,844,673.50",8844673.5
Player-848,"$278,482.54",278482.54
Player-849,"$46,641,434.22",46641434.22
Player-850,"$29,702,236.97",29702236.97
Player-851,"$23,794,397.36",23794397.36
Player-852,"$24,608,643.49",24608643.49
Player-853,"$28,224,753.05",28224753.05
Player-854,"$8,972,442.58",8972442.58
Player-855,"$24,421,000.01",24421000.01
Player-856,"$11,268,531.51",11268531.51
Player-857,"$21,273,744.47",21273744.47
Player-858,"$6,217,779.63",6217779.63
Player-859,"$32,091,757.37",32091757.37
Player-860,"$13,856,505.49",13856505.49
Player-861,"$32,695,128.41",32695128.41
Player-862,"$47,680,249.01",47680249.01
Player-863,"$18,122,715.24",18122715.24
Player-864,"$29,624,262.40",29624262.4
Player-865,"$30,981,564.82",30981564.82
Player-866,"$47,022,794.81",47022794.81
Player-867,"$13,898,350.65",13898350.65
Player-868,"$32,479,637.56",32479637.56
Player-869,"$28,769,939.49",28769939.49
Player-870,"$34,347,338.95",34347338.95
Player-871,"$49,004,951.03",49004951.03
Player-872,"$31,548,607.66",31548607.66
Player-873,"$11,940,641.50",11940641.5
Player-874,"$20,632,439.14",20632439.14
Player-875,"$30,400,881.62",30400881.62
Player-876,"$14,585,549.92",14585549.92
Player-877,"$26,996,510.56",26996510.56
Player-878,"$46,665,048.17",46665048.17
Player-879,"$2,827,912.80",2827912.8
Player-880,"$28,381,781.78",28381781.78
Player-881,"$32,173,378.71",32173378.71
Player-882,"$8,331,754.67",8331754.67
Player-883,"$1,724,747.58",1724747.58
Player-884,"$2,555,823.76",2555823.76
Player-885,"$43,510,060.22",43510060.22
Player-886,"$31,448,661.06",31448661.06
Player-887,"$30,032,342.00",30032342.0
Player-888,"$12,991,689.78",12991689.78
Player-889,"$18,801,284.30",18801284.3
Player-890,"$42,991,714.16",42991714.16
Player-891,"$22,478,288.37",22478288.37
Player-892,"$24,104,264.15",24104264.15
Player-893,"$17,617,270.63",17617270.63
Player-894,"$33,974,395.40",33974395.4
Player-895,"$5,671,480.56",5671480.56
Player-896,"$23,606,109.02",23606109.02
Player-897,"$26,623,293.63",26623293.63
Player-898,"$17,207,562.84",17207562.84
Player-899,"$11,983,961.53",11983961.53
Player-900,"$13,760,261.23",13760261.23
Player-901,"$874,716.59",874716.59
Player-902,"$32,972,256.96",32972256.96
Player-903,"$28,408,454.98",28408454.98
Player-904,"$31,790,271.04",31790271.04
Player-905,"$12,921,893.82",12921893.82
Player-906,"$49,824,540.06",49824540.06
Player-907,"$17,070,360.98",17070360.98
Player-908,"$34,695,508.26",34695508.26
Player-909,"$33,998,875.62",33998875.62
Player-910,"$12,537,087.98",12537087.98
Player-911,"$29,823,850.49",29823850.49
Player-912,"$42,788,343.90",42788343.9
Player-913,"$49,399,405.87",49399405.87
Player-914,"$46,270,395.66",46270395.66
Player-915,"$18,586,435.75",18586435.75
Player-916,"$32,277,026.39",32277026.39
Player-917,"$38,030,200.86",38030200.86
Player-918,"$2,757,849.73",2757849.73
Player-919,"$1,358,482.82",1358482.82
Player-920,"$49,904,171.43",49904171.43
Player-921,"$12,057,840.62",12057840.62
Player-922,"$21,526,939.40",21526939.4
Player-923,"$31,727,233.08",31727233.08
Player-924,"$41,897,497.59",41897497.59
Player-925,"$24,980,975.39",24980975.39
Player-926,"$23,212,366.49",23212366.49
Player-927,"$3,934,857.30",3934857.3
Player-928,"$32,235,314.22",32235314.22
Player-929,"$45,327,719.72",45327719.72
Player-930,"$18,044,559.75",18044559.75
Player-931,"$11,021,023.44",11021023.44
Player-932,"$19,499,150.39",19499150.39
Player-933,"$30,401,139.06",30401139.06
Player-934,"$26,026,661.40",26026661.4
Player-935,"$5,477,274.64",5477274.64
Player-936,"$29,567,867.18",29567867.18
Player-937,"$31,543,969.04",31543969.04
Player-938,"$250,396.26",250396.26
Player-939,"$17,760,831.48",17760831.48
Player-940,"$35,780,348.13",35780348.13
Player-941,"$48,057,720.39",48057720.39
Player-942,"$7,585,680.34",7585680.34
Player-943,"$28,588,507.11",28588507.11
Player-944,"$34,199,000.87",34199000.87
Player-945,"$10,834,878.46",10834878.46
Player-946,"$1,559,573.33",1559573.33
Player-947,"$38,202,904.67",38202904.67
Player-948,"$18,821,101.80",18821101.8
Player-949,"$5,900,650.62",5900650.62
Player-950,"$33,137,792.48",33137792.48
Player-951,"$43,090,248.33",43090248.33
Player-952,"$16,919,044.55",16919044.55
Player-953,"$5,245,324.42",5245324.42
Player-954,"$46,658,633.63",46658633.63
Player-955,"$8,655,438.27",8655438.27
Player-956,"$8,206,684.19",8206684.19
Player-957,"$39,353,567.20",39353567.2
Player-958,"$32,591,742.38",32591742.38
Player-959,"$31,542,826.73",31542826.73
Player-960,"$37,474,631.63",37474631.63
Player-961,"$4,069,192.69",4069192.69
Player-962,"$47,100,246.45",47100246.45
Player-963,"$10,870,411.43",10870411.43
Player-964,"$29,051,693.99",29051693.99
Player-965,"$22,600,659.64",22600659.64
Player-966,"$27,628,293.66",27628293.66
Player-967,"$13,267,010.84",13267010.84
Player-968,"$40,955,612.97",40955612.97
Player-969,"$40,121,151.27",40121151.27
Player-970,"$11,639,739.39",11639739.39
Player-971,"$32,113,935.38",32113935.38
Player-972,"$3,938,554.18",3938554.18
Player-973,"$17,973,730.90",17973730.9
Player-974,"$34,791,287.81",34791287.81
Player-975,"$31,912,399.83",31912399.83
Player-976,"$47,620,925.00",47620925.0
Player-977,"$20,373,606.14",20373606.14
Player-978,"$40,909,618.49",40909618.49
Player-979,"$1,161,006.12",1161006.12
Player-980,"$5,727,757.69",5727757.69
Player-981,"$47,040,718.11",47040718.11
Player-982,"$13,519,743.53",13519743.53
Player-983,"$23,237,346.54",23237346.54
Player-984,"$6,051,267.33",6051267.33
Player-985,"$37,095,144.86",37095144.86
Player-986,"$25,903,817.32",25903817.32
Player-987,"$22,218,039.83",22218039.83
Player-988,"$28,906,102.51",28906102.51
Player-989,"$15,340,409.41",15340409.41
Player-990,"$12,834,273.66",12834273.66
Player-991,"$25,395,693.35",25395693.35
Player-992,"$32,097,057.15",32097057.15
Player-993,"$35,720,190.32",35720190.32
Player-994,"$32,727,839.07",32727839.07
Player-995,"$17,356,884.22",17356884.22
Player-996,"$32,067,086.02",32067086.02
Player-997,"$1,390,999.10",1390999.1
Player-998,"$38,075,105.83",38075105.83
Player-999,"$27,056,241.75",27056241.75
Player-1000,"$46,363,848.17",46363848.17
Player-1001,"$31,230,263.26",31230263.26
Player-1002,"$8,100,438.24",8100438.24
Player-1003,"$26,135,059.66",26135059.66
Player-1004,"$24,524,362.34",24524362.34
Player-1005,"$2,653,338.94",2653338.94
Player-1006,"$9,561,769.82",9561769.82
Player-1007,"$37,897,748.76",37897748.76
Player-1008,"$7,828,219.27",7828219.27
Player-1009,"$13,414,363.99",13414363.99
Player-1010,"$47,884,984.41",47884984.41
Player-1011,"$24,167,713.08",24167713.08
Player-1012,"$49,379,171.33",49379171.33
Player-1013,"$40,817,801.83",40817801.83
Player-1014,"$21,250,409.74",21250409.74
Player-1015,"$46,874,147.19",46874147.19
Player-1016,"$22,927,762.35",22927762.35
Player-1017,"$45,969,558.85",45969558.85
Player-1018,"$26,224,736.02",26224736.02
Player-1019,"$1,014,086.33",1014086.33
Player-1020,"$38,232,683.12",38232683.12
Player-1021,"$46,994,065.69",46994065.69
Player-1022,"$24,229,887.65",24229887.65
Player-1023,"$45,131,607.29",45131607.29
Player-1024,"$20,547,671.10",20547671.1
Player-1025,"$24,076,459.95",24076459.95
Player-1026,"$14,943,363.30",14943363.3
Player-1027,"$20,753,522.11",20753522.11
Player-1028,"$44,003,604.34",44003604.34
Player-1029,"$33,385,947.53",33385947.53
Player-1030,"$34,511,789.23",34511789.23
Player-1031,"$23,725,778.81",23725778.81
Player-1032,"$39,333,527.99",39333527.99
Player-1033,"$3,690,500.63",3690500.63
Player-1034,"$31,415,495.36",31415495.36
Player-1035,"$11,298,062.94",11298062.94
Player-1036,"$16,868,876.02",16868876.02
Player-1037,"$10,906,417.50",10906417.5
Player-1038,"$2,759,866.26",2759866.26
Player-1039,"$46,580,197.45",46580197.45
Player-1040,"$24,669,999.89",24669999.89
Player-1041,"$10,362,287.19",10362287.19
Player-1042,"$14,775,217.77",14775217.77
Player-1043,"$43,344,460.84",43344460.84
Player-1044,"$2,463,395.08",2463395.08
Player-1045,"$13,681,252.66",13681252.66
Player-1046,"$16,730,836.91",16730836.91
Player-1047,"$6,265,005.71",6265005.71
Player-1048,"$31,909,550.05",31909550.05
Player-1049,"$47,923,700.70",47923700.7
Player-1050,"$38,201,319.20",38201319.2
Player-1051,"$49,945,231.68",49945231.68
Player-1052,"$18,821,582.79",18821582.79
Player-1053,"$42,955,869.31",42955869.31
Player-1054,"$27,309,108.55",27309108.55
Player-1055,"$43,340,495.45",43340495.45
Player-1056,"$12,355,531.34",12355531.34
Player-1057,"$43,326,639.21",43326639.21
Player-1058,"$39,971,010.31",39971010.31
Player-1059,"$12,006,584.10",12006584.1
Player-1060,"$35,476,490.45",35476490.45
Player-1061,"$11,832,751.47",11832751.47
Player-1062,"$21,479,908.25",21479908.25
Player-1063,"$32,498,966.93",32498966.93
Player-1064,"$42,155,097.58",42155097.58
Player-1065,"$19,675,259.35",19675259.35
Player-1066,"$7,949,690.42",7949690.42
Player-1067,"$21,394,969.71",21394969.71
Player-1068,"$15,462,901.09",15462901.09
Player-1069,"$6,345,032.95",6345032.95
Player-1070,"$43,897,858.00",43897858.0
Player-1071,"$8,385,617.98",8385617.98
Player-1072,"$16,014,067.74",16014067.74
Player-1073,"$16,501,603.76",16501603.76
Player-1074,"$17,408,810.41",17408810.41
Player-1075,"$43,077,631.89",43077631.89
Player-1076,"$48,411,640.31",48411640.31
Player-1077,"$24,524,014.30",24524014.3
Player-1078,"$37,078,826.00",37078826.0
Player-1079,"$33,889,764.39",33889764.39
Player-1080,"$7,701,270.20",7701270.2
Player-1081,"$25,450,528.17",25450528.17
Player-1082,"$3,532,889.49",3532889.49
Player-1083,"$32,475,877.25",32475877.25
Player-1084,"$3,793,443.96",3793443.96
Player-1085,"$20,049,927.27",20049927.27
Player-1086,"$10,318,961.74",10318961.74
Player-1087,"$7,628,331.45",7628331.45
Player-1088,"$7,516,535.38",7516535.38
Player-1089,"$37,504,042.25",37504042.25
Player-1090,"$14,977,032.54",14977032.54
Player-1091,"$2,431,557.59",2431557.59
Player-1092,"$46,408,527.46",46408527.46
Player-1093,"$48,912,426.85",48912426.85
Player-1094,"$33,983,977.59",33983977.59
Player-1095,"$20,055,578.27",20055578.27
Player-1096,"$13,318,612.26",13318612.26
Player-1097,"$7,276,585.09",7276585.09
Player-1098,"$48,522,119.10",48522119.1
Player-1099,"$26,890,067.59",26890067.59
Player-1100,"$13,859,842.09",13859842.09
Player-1101,"$8,162,629.62",8162629.62
Player-1102,"$25,051,863.76",25051863.76
Player-1103,"$40,747,107.00",40747107.0
Player-1104,"$33,739,878.83",33739878.83
Player-1105,"$49,050,260.31",49050260.31
Player-1106,"$44,017,235.99",44017235.99
Player-1107,"$6,982,643.74",6982643.74
Player-1108,"$31,686,858.39",31686858.39
Player-1109,"$30,411,425.47",30411425.47
Player-1110,"$12,687,725.22",12687725.22
Player-1111,"$35,108,145.37",35108145.37
Player-1112,"$26,163,191.91",26163191.91
Player-1113,"$12,683,807.96",12683807.96
Player-1114,"$2,314,981.62",2314981.62
Player-1115,"$45,504,817.04",45504817.04
Player-1116,"$25,645,209.20",25645209.2
Player-1117,"$28,021,443.17",28021443.17
Player-1118,"$41,696,677.97",41696677.97
Player-1119,"$39,723,119.36",39723119.36
Player-1120,"$30,814,560.71",30814560.71
Player-1121,"$33,631,188.20",33631188.2
Player-1122,"$31,286,623.10",31286623.1
Player-1123,"$21,727,832.09",21727832.09
Player-1124,"$8,275,249.93",8275249.93
Player-1125,"$22,224,898.08",22224898.08
Player-1126,"$24,557,072.93",24557072.93
Player-1127,"$2,957,219.30",2957219.3
Player-1128,"$43,535,329.59",43535329.59
Player-1129,"$28,614,404.39",28614404.39
Player-1130,"$24,342,668.47",24342668.47
Player-1131,"$4,998,373.56",4998373.56
Player-1132,"$32,218,536.58",32218536.58
Player-1133,"$43,744,756.36",43744756.36
Player-1134,"$28,368,859.44",28368859.44
Player-1135,"$29,524,277.08",29524277.08
Player-1136,"$26,077,817.65",26077817.65
Player-1137,"$40,865,134.20",40865134.2
Player-1138,"$23,265,951.08",23265951.08
Player-1139,"$24,934,373.47",24934373.47
Player-1140,"$23,819,979.02",23819979.02
Player-1141,"$23,190,982.50",23190982.5
Player-1142,"$42,181,307.33",42181307.33
Player-1143,"$4,134,666.43",4134666.43
Player-1144,"$28,089,698.78",28089698.78
Player-1145,"$32,851,022.09",32851022.09
Player-1146,"$37,561,051.37",37561051.37
Player-1147,"$10,648,622.90",10648622.9
Player-1148,"$13,854,845.23",13854845.23
Player-1149,"$24,385,354.33",24385354.33
Player-1150,"$22,478,892.45",22478892.45
Player-1151,"$24,830,480.54",24830480.54
Player-1152,"$14,556,190.70",14556190.7
Player-1153,"$4,943,488.06",4943488.06
Player-1154,"$40,441,949.90",40441949.9
Player-1155,"$44,258,333.64",44258333.64
Player-1156,"$5,831,889.12",5831889.12
Player-1157,"$5,126,627.27",5126627.27
Player-1158,"$11,108,665.30",11108665.3
Player-1159,"$40,140,996.06",40140996.06
Player-1160,"$30,026,931.09",30026931.09
Player-1161,"$44,197,047.94",44197047.94
Player-1162,"$36,724,270.39",36724270.39
Player-1163,"$8,010,346.37",8010346.37
Player-1164,"$1,406,749.25",1406749.25
Player-1165,"$6,052,471.71",6052471.71
Player-1166,"$1,078,374.30",1078374.3
Player-1167,"$14,226,905.93",14226905.93
Player-1168,"$27,345,691.37",27345691.37
Player-1169,"$43,270,715.32",43270715.32
Player-1170,"$7,858,591.31",7858591.31
Player-1171,"$46,753,481.45",46753481.45
Player-1172,"$38,591,711.78",38591711.78
Player-1173,"$28,169,043.82",28169043.82
Player-1174,"$33,978,091.07",33978091.07
Player-1175,"$11,841,003.91",11841003.91
Player-1176,"$35,341,167.23",35341167.23
Player-1177,"$41,362,368.42",41362368.42
Player-1178,"$47,708,365.78",47708365.78
Player-1179,"$17,697,463.98",17697463.98
Player-1180,"$20,821,568.58",20821568.58
Player-1181,"$32,225,020.81",32225020.81
Player-1182,"$17,330,852.02",17330852.02
Player-1183,"$31,237,431.60",31237431.6
Player-1184,"$42,495,253.94",42495253.94
Player-1185,"$34,659,664.79",34659664.79
Player-1186,"$21,342,025.56",21342025.56
Player-1187,"$42,947,687.47",42947687.47
Player-1188,"$2,787,977.81",2787977.81
Player-1189,"$374,252.95",374252.95
Player-1190,"$11,223,607.80",11223607.8
Player-1191,"$48,500,362.95",48500362.95
Player-1192,"$11,713,631.12",11713631.12
Player-1193,"$26,646,374.06",26646374.06
Player-1194,"$38,953,250.23",38953250.23
Player-1195,"$19,635,919.65",19635919.65
Player-1196,"$17,764,379.00",17764379.0
Player-1197,"$4,819,457.69",4819457.69
Player-1198,"$9,732,154.19",9732154.19
Player-1199,"$28,630,865.61",28630865.61
Player-1200,"$3,799,769.48",3799769.48
Player-1201,"$16,960,490.10",16960490.1
Player-1202,"$14,261,385.85",14261385.85
Player-1203,"$18,080,889.51",18080889.51
Player-1204,"$18,287,780.42",18287780.42
Player-1205,"$1,564,527.66",1564527.66
Player-1206,"$42,658,665.09",42658665.09
Player-1207,"$23,669,074.50",23669074.5
Player-1208,"$31,679,614.46",31679614.46
Player-1209,"$46,419,259.17",46419259.17
Player-1210,"$4,396,067.01",4396067.01
Player-1211,"$39,668,993.42",39668993.42
Player-1212,"$4,572,621.97",4572621.97
Player-1213,"$36,230,359.17",36230359.17
Player-1214,"$17,420,480.24",17420480.24
Player-1215,"$36,371,986.07",36371986.07
Player-1216,"$12,374,325.45",12374325.45
Player-1217,"$15,638,965.57",15638965.57
Player-1218,"$442,089.95",442089.95
Player-1219,"$39,739,228.27",39739228.27
Player-1220,"$44,313,499.13",44313499.13
Player-1221,"$25,169,497.66",25169497.66
Player-1222,"$10,946,707.86",10946707.86
Player-1223,"$15,783,754.44",15783754.44
Player-1224,"$8,732,408.66",8732408.66
Player-1225,"$41,921,890.58",41921890.58
Player-1226,"$30,279,372.11",30279372.11
Player-1227,"$36,178,977.06",36178977.06
Player-1228,"$15,192,362.39",15192362.39
Player-1229,"$19,697,547.09",19697547.09
Player-1230,"$3,511,700.55",3511700.55
Player-1231,"$32,692,226.74",32692226.74
Player-1232,"$23,746,657.22",23746657.22
Player-1233,"$39,781,634.06",39781634.06
Player-1234,"$20,889,532.93",20889532.93
Player-1235,"$37,509,141.58",37509141.58
Player-1236,"$29,719,440.55",29719440.55
Player-1237,"$44,625,023.47",44625023.47
Player-1238,"$22,266,480.36",22266480.36
Player-1239,"$47,866,605.95",47866605.95
Player-1240,"$15,358,119.20",15358119.2
Player-1241,"$16,452,601.10",16452601.1
Player-1242,"$19,710,605.51",19710605.51
Player-1243,"$2,895,169.96",2895169.96
Player-1244,"$29,711,810.02",29711810.02
Player-1245,"$18,496,019.95",18496019.95
Player-1246,"$39,211,347.13",39211347.13
Player-1247,"$48,438,997.74",48438997.74
Player-1248,"$4,664,842.56",4664842.56
Player-1249,"$10,684,290.47",10684290.47
Player-1250,"$5,415,097.23",5415097.23
Player-1251,"$37,320,059.43",37320059.43
Player-1252,"$1,177,724.13",1177724.13
Player-1253,"$12,369,151.48",12369151.48
Player-1254,"$5,523,036.21",5523036.21
Player-1255,"$33,910,854.35",33910854.35
Player-1256,"$3,540,624.60",3540624.6
Player-1257,"$13,345,985.62",13345985.62
Player-1258,"$37,735,935.31",37735935.31
Player-1259,"$38,295,213.55",38295213.55
Player-1260,"$44,053,624.52",44053624.52
Player-1261,"$20,905,812.81",20905812.81
Player-1262,"$44,930,106.53",44930106.53
Player-1263,"$34,246,061.65",34246061.65
Player-1264,"$43,398,608.36",43398608.36
Player-1265,"$42,294,154.53",42294154.53
Player-1266,"$30,283,856.23",30283856.23
Player-1267,"$45,119,364.42",45119364.42
Player-1268,"$16,579,836.46",16579836.46
Player-1269,"$523,875.35",523875.35
Player-1270,"$47,830,954.38",47830954.38
Player-1271,"$16,746,284.78",16746284.78
Player-1272,"$38,275,578.81",38275578.81
Player-1273,"$19,512,440.37",19512440.37
Player-1274,"$12,303,546.86",12303546.86
Player-1275,"$37,105,981.19",37105981.19
Player-1276,"$42,007,575.90",42007575.9
Player-1277,"$13,480,308.19",13480308.19
Player-1278,"$46,877,762.08",46877762.08
Player-1279,"$20,748,340.71",20748340.71
Player-1280,"$35,138,004.33",35138004.33
Player-1281,"$33,025,617.15",33025617.15
Player-1282,"$44,766,493.40",44766493.4
Player-1283,"$14,678,269.39",14678269.39
Player-1284,"$29,343,994.88",29343994.88
Player-1285,"$15,950,735.53",15950735.53
Player-1286,"$31,053,611.58",31053611.58
Player-1287,"$11,995,282.45",11995282.45
Player-1288,"$20,547,673.31",20547673.31
Player-1289,"$39,030,173.76",39030173.76
Player-1290,"$33,692,501.05",33692501.05
Player-1291,"$18,070,317.99",18070317.99
Player-1292,"$15,102,017.17",15102017.17
Player-1293,"$46,607,010.98",46607010.98
Player-1294,"$4,844,497.43",4844497.43
Player-1295,"$27,028,165.82",27028165.82
Player-1296,"$5,114,880.39",5114880.39
Player-1297,"$6,285,438.65",6285438.65
Player-1298,"$29,039,080.91",29039080.91
Player-1299,"$14,329,843.26",14329843.26
Player-1300,"$18,846,175.62",18846175.62
Player-1301,"$8,503,986.21",8503986.21
Player-1302,"$39,392,548.96",39392548.96
Player-1303,"$14,770,183.94",14770183.94
Player-1304,"$37,738,845.64",37738845.64
Player-1305,"$44,330,337.74",44330337.74
Player-1306,"$2,659,036.29",2659036.29
Player-1307,"$23,220,689.09",23220689.09
Player-1308,"$6,239,814.76",6239814.76
Player-1309,"$33,727,518.20",33727518.2
Player-1310,"$24,687,360.83",24687360.83
Player-1311,"$19,274,159.61",19274159.61
Player-1312,"$39,976,466.95",39976466.95
Player-1313,"$46,471,224.34",46471224.34
Player-1314,"$40,524,136.34",40524136.34
Player-1315,"$19,876,668.55",19876668.55
Player-1316,"$16,886,698.74",16886698.74
Player-1317,"$26,066,514.97",26066514.97
